found: 535
size 3084 cubes 
size 510 bigP 3643
19^3 = 6859 =  a:3 b:10 c:18
2999^3 = 26973008999 =  a:719 b:1262 c:2908
2999^3 = 26973008999 =  a:76 b:2336 c:2423
3001^3 = 27027009001 =  a:1017 b:1336 c:2868
3001^3 = 27027009001 =  a:1090 b:1889 c:2668
3011^3 = 27298090331 =  a:1030 b:1382 c:2867
3011^3 = 27298090331 =  a:347 b:1960 c:2702
3011^3 = 27298090331 =  a:4 b:2198 c:2555
3019^3 = 27516255859 =  a:1238 b:1411 c:2836
3019^3 = 27516255859 =  a:484 b:1688 c:2827
3023^3 = 27625773167 =  a:766 b:2024 c:2663
3037^3 = 28011371653 =  a:1158 b:2205 c:2506
3037^3 = 28011371653 =  a:1188 b:2182 c:2517
3037^3 = 28011371653 =  a:1506 b:1669 c:2712
3037^3 = 28011371653 =  a:549 b:1434 c:2920
3041^3 = 28122197921 =  a:62 b:2256 c:2553
3049^3 = 28344726649 =  a:513 b:1528 c:2910
3061^3 = 28680715981 =  a:1003 b:1771 c:2807
3061^3 = 28680715981 =  a:1432 b:1978 c:2621
3061^3 = 28680715981 =  a:755 b:2311 c:2515
3067^3 = 28849701763 =  a:810 b:2256 c:2563
3083^3 = 29303572787 =  a:395 b:1012 c:3044
